# File modified by Jason Curtis:
#   - certain columns were removed, others renamed
#   - the row with the column names is no longer commented out so that the names can be read properly.
#
# Original File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Dec  7 06:20:02 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries
# Kind of output: isochrone tables
log_Age Initial_Mass Mass log_Lum log_Temp log_g label Gmag G_BPmag G_RPmag
9.20003 1.8218845129 1.821 2.812 3.5967 1.225 3 -1.793 -0.961 -2.666
9.20003 1.8220374584 1.821 2.844 3.594 1.182 3 -1.851 -1.003 -2.734
9.20003 1.8221788406 1.821 2.875 3.5912 1.14 3 -1.907 -1.043 -2.799
9.20003 1.8223112822 1.821 2.906 3.5886 1.099 3 -1.961 -1.078 -2.862
9.20003 1.8224341869 1.821 2.935 3.586 1.06 3 -2.01 -1.109 -2.921
9.20003 1.8225498199 1.821 2.963 3.5835 1.021 3 -2.059 -1.139 -2.979
9.20003 1.8226598501 1.821 2.992 3.5809 0.983 3 -2.106 -1.167 -3.036
9.20003 1.8227807283 1.822 3.023 3.578 0.94 3 -2.153 -1.187 -3.096
9.20003 1.8227807283 1.822 1.644 3.6907 2.769 4 0.672 1.165 0.029
9.20003 1.8246686459 1.823 1.663 3.6891 2.744 4 0.628 1.125 -0.018
9.20003 1.8265630007 1.825 1.67 3.6887 2.736 4 0.611 1.109 -0.035
9.20003 1.8284915686 1.827 1.671 3.6889 2.736 4 0.608 1.106 -0.038
9.20003 1.8304408789 1.829 1.671 3.6892 2.738 4 0.609 1.106 -0.037
9.20003 1.8323819637 1.831 1.67 3.6895 2.74 4 0.609 1.105 -0.036
9.20003 1.8343272209 1.833 1.67 3.6898 2.742 4 0.609 1.104 -0.036
9.20003 1.8363549709 1.835 1.67 3.6901 2.744 4 0.608 1.103 -0.035
9.20003 1.8385182619 1.837 1.67 3.6904 2.746 4 0.607 1.101 -0.036
9.20003 1.8407377005 1.839 1.67 3.6907 2.747 4 0.606 1.099 -0.036
9.20003 1.8430247307 1.842 1.671 3.691 2.748 4 0.604 1.096 -0.038
9.20003 1.8452521563 1.844 1.671 3.6912 2.749 4 0.601 1.093 -0.04
9.20003 1.8477336168 1.846 1.672 3.6915 2.75 4 0.598 1.089 -0.043
9.20003 1.8499420881 1.849 1.674 3.6917 2.75 4 0.595 1.085 -0.045
9.20003 1.8500490189 1.849 1.674 3.6917 2.75 4 0.595 1.085 -0.045
9.20003 1.8507477045 1.85 1.673 3.6918 2.751 4 0.596 1.086 -0.044
9.20003 1.852583766 1.851 1.67 3.6921 2.756 4 0.602 1.091 -0.037
9.20003 1.8526309729 1.852 1.672 3.692 2.753 4 0.598 1.087 -0.042
9.20003 1.8526597023 1.852 1.673 3.6919 2.752 4 0.595 1.085 -0.044
9.20003 1.8527184725 1.852 1.673 3.6919 2.752 4 0.596 1.085 -0.044
9.20003 1.8558517694 1.855 1.667 3.6924 2.76 4 0.608 1.097 -0.031
9.20003 1.8623124361 1.861 1.658 3.6932 2.775 4 0.631 1.118 -0.006
9.20003 1.8812053204 1.88 1.633 3.6951 2.811 4 0.686 1.168 0.053
9.20003 1.9000000954 1.899 1.612 3.6967 2.843 5 0.735 1.213 0.105
9.20003 1.9093513489 1.909 1.632 3.6965 2.825 5 0.687 1.164 0.057
9.20003 1.9249463081 1.924 1.672 3.6951 2.783 5 0.59 1.071 -0.043
9.20003 1.9307254553 1.93 1.686 3.6947 2.768 5 0.556 1.039 -0.078
9.20003 1.9329621792 1.932 1.693 3.6942 2.76 5 0.538 1.022 -0.096
9.20003 1.9386105537 1.938 1.719 3.6923 2.728 6 0.479 0.968 -0.159
9.20003 1.9405094385 1.94 1.729 3.6916 2.716 6 0.457 0.948 -0.183
9.20003 1.9445207119 1.944 1.779 3.6872 2.649 6 0.345 0.847 -0.305
9.20003 1.9454522133 1.945 1.818 3.6837 2.596 6 0.259 0.77 -0.399
9.20003 1.945887208 1.945 1.859 3.6802 2.541 6 0.167 0.687 -0.498
9.20003 1.9461126328 1.946 1.9 3.6767 2.486 6 0.075 0.606 -0.597
9.20003 1.946233511 1.946 1.943 3.6732 2.429 6 -0.021 0.52 -0.702
9.20003 1.9462906122 1.946 1.977 3.6706 2.384 6 -0.097 0.453 -0.784
9.20003 1.9463213682 1.946 2.003 3.6685 2.35 6 -0.154 0.403 -0.847
9.20003 1.9463461637 1.946 2.03 3.6664 2.315 6 -0.214 0.35 -0.912
9.20003 1.946369648 1.946 2.061 3.664 2.274 7 -0.281 0.29 -0.985
9.20003 1.9464082718 1.946 2.111 3.6601 2.209 7 -0.392 0.193 -1.105
9.20003 1.9465236664 1.946 2.137 3.6581 2.174 7 -0.449 0.143 -1.168
9.20003 1.9467144012 1.946 2.085 3.6622 2.243 7 -0.335 0.243 -1.043
9.20003 1.9479004145 1.947 2.081 3.6626 2.249 7 -0.328 0.249 -1.035
9.20003 1.9500001669 1.95 2.105 3.6609 2.219 7 -0.38 0.203 -1.091
9.20003 1.9500175714 1.95 2.105 3.6609 2.219 7 -0.38 0.202 -1.091
9.20003 1.951438427 1.951 2.149 3.6575 2.161 7 -0.477 0.117 -1.197
9.20003 1.9524546862 1.952 2.192 3.6542 2.105 7 -0.571 0.035 -1.3
9.20003 1.9532209635 1.952 2.235 3.6508 2.049 7 -0.664 -0.046 -1.401
9.20003 1.9538303614 1.953 2.277 3.6474 1.993 7 -0.754 -0.123 -1.499
9.20003 1.9543337822 1.953 2.319 3.6442 1.939 7 -0.843 -0.201 -1.596
9.20003 1.9547646046 1.953 2.36 3.6408 1.884 7 -0.932 -0.279 -1.692
9.20003 1.9551408291 1.953 2.403 3.6374 1.828 7 -1.02 -0.356 -1.788
9.20003 1.955467701 1.954 2.446 3.634 1.771 7 -1.11 -0.435 -1.886
9.20003 1.9557423592 1.954 2.49 3.6304 1.713 7 -1.203 -0.516 -1.986
9.20003 1.9559626579 1.954 2.534 3.6266 1.653 7 -1.293 -0.593 -2.085
9.20003 1.9561372995 1.954 2.578 3.623 1.595 7 -1.382 -0.671 -2.181
9.20003 1.9562638998 1.954 2.616 3.6168 1.532 7 -1.439 -0.706 -2.253
9.20003 1.9563744068 1.953 2.653 3.6137 1.482 7 -1.514 -0.77 -2.336
9.20003 1.956486702 1.953 2.695 3.6103 1.428 7 -1.597 -0.837 -2.428
9.20003 1.9565823078 1.953 2.732 3.6072 1.378 7 -1.669 -0.894 -2.509
9.20003 1.956674099 1.953 2.769 3.6041 1.328 7 -1.74 -0.948 -2.589
9.20003 1.9567686319 1.953 2.807 3.6009 1.277 7 -1.813 -1.005 -2.672
9.20003 1.9568607807 1.952 2.844 3.5977 1.227 7 -1.881 -1.054 -2.751
9.20003 1.9569540024 1.952 2.881 3.5945 1.178 7 -1.946 -1.1 -2.827
9.20003 1.9570497274 1.951 2.917 3.5913 1.129 7 -2.012 -1.147 -2.904
9.20003 1.9571511745 1.951 2.954 3.588 1.078 7 -2.076 -1.189 -2.98
9.20003 1.9572534561 1.95 2.99 3.5846 1.028 7 -2.136 -1.223 -3.052
9.20003 1.9573595524 1.949 3.027 3.5811 0.978 7 -2.195 -1.257 -3.124
9.20003 1.95746243 1.948 3.062 3.5777 0.929 7 -2.247 -1.278 -3.191
9.20003 1.9575207233 1.947 3.087 3.5753 0.894 7 -2.283 -1.289 -3.238
9.20003 1.9575275183 1.947 3.069 3.5771 0.919 7 -2.257 -1.282 -3.205
9.20003 1.9575301409 1.947 3.049 3.579 0.946 7 -2.229 -1.272 -3.167
9.20003 1.9575350285 1.947 3.069 3.5771 0.919 7 -2.257 -1.282 -3.205
9.20003 1.9575384855 1.947 3.088 3.5752 0.892 7 -2.284 -1.289 -3.24
9.20003 1.9575427771 1.947 3.107 3.5733 0.866 7 -2.311 -1.297 -3.275
9.20003 1.9575494528 1.947 3.128 3.5712 0.836 7 -2.341 -1.305 -3.315
9.20003 1.9575573206 1.946 3.148 3.5691 0.808 7 -2.364 -1.304 -3.348
9.20003 1.957567811 1.946 3.168 3.5669 0.779 7 -2.385 -1.296 -3.381
9.20003 1.9575839043 1.946 3.187 3.5648 0.751 7 -2.405 -1.288 -3.412
9.20003 1.9575959444 1.946 3.185 3.5652 0.755 7 -2.404 -1.292 -3.409
9.20003 1.9575960636 1.946 3.11 3.573 0.861 7 -2.315 -1.298 -3.281
9.20003 1.9575961828 1.946 3.059 3.5779 0.931 7 -2.243 -1.275 -3.186
9.20003 1.957596302 1.946 3.161 3.5678 0.79 7 -2.379 -1.302 -3.37
9.20003 1.9575964212 1.946 3.237 3.5594 0.68 7 -2.455 -1.261 -3.491
9.20003 1.9575965405 1.946 3.258 3.5569 0.649 7 -2.469 -1.231 -3.519
9.20003 1.9575968981 1.946 3.258 3.5568 0.648 7 -2.469 -1.231 -3.52
9.20003 1.9575970173 1.946 3.24 3.5589 0.674 7 -2.457 -1.256 -3.496
9.20003 1.9575971365 1.946 3.221 3.5613 0.703 7 -2.442 -1.276 -3.468
9.20003 1.9575972557 1.946 3.202 3.5633 0.73 7 -2.422 -1.284 -3.437
9.20003 1.9575973749 1.946 3.183 3.5654 0.758 7 -2.402 -1.292 -3.406
9.20003 1.9575976133 1.946 3.165 3.5674 0.784 7 -2.383 -1.3 -3.376
9.20003 1.9575977325 1.946 3.147 3.5693 0.809 7 -2.364 -1.307 -3.347
9.20003 1.957597971 1.945 3.112 3.5729 0.859 7 -2.317 -1.299 -3.284
9.20003 1.9575980902 1.945 3.093 3.5746 0.884 7 -2.291 -1.29 -3.25
9.20003 1.9575982094 1.945 3.073 3.5765 0.912 7 -2.263 -1.281 -3.212
9.20003 1.9575984478 1.945 3.082 3.5758 0.9 7 -2.275 -1.286 -3.228
9.20003 1.957598567 1.945 3.141 3.5699 0.818 7 -2.358 -1.31 -3.338
9.20003 1.9575986862 1.945 3.182 3.5655 0.759 7 -2.402 -1.294 -3.405
9.20003 1.9575990438 1.945 3.192 3.5644 0.745 7 -2.412 -1.289 -3.421
9.20003 1.9575994015 1.945 3.173 3.5665 0.772 7 -2.392 -1.296 -3.39
9.20003 1.9575995207 1.945 3.153 3.5687 0.801 7 -2.371 -1.305 -3.357
9.20003 1.9575998783 1.945 3.134 3.5706 0.827 7 -2.349 -1.307 -3.326
9.20003 1.9576001167 1.945 3.115 3.5726 0.855 7 -2.322 -1.3 -3.29
9.20003 1.9576003551 1.945 3.096 3.5744 0.88 7 -2.295 -1.292 -3.255
9.20003 1.9576005936 1.945 3.078 3.5761 0.905 7 -2.269 -1.283 -3.221
9.20003 1.9576007128 1.945 3.059 3.5779 0.932 7 -2.243 -1.275 -3.186
9.20003 1.957600832 1.945 3.039 3.5798 0.959 7 -2.213 -1.265 -3.148
9.20003 1.9576010704 1.945 3.056 3.5782 0.936 7 -2.238 -1.274 -3.18
9.20003 1.9576013088 1.945 3.095 3.5745 0.882 7 -2.295 -1.292 -3.254
9.20003 1.957601428 1.945 3.114 3.5727 0.856 7 -2.32 -1.3 -3.288
9.20003 1.9576015472 1.945 3.136 3.5705 0.825 7 -2.351 -1.308 -3.328
9.20003 1.9576020241 1.945 3.139 3.5702 0.821 7 -2.355 -1.309 -3.334
9.20003 1.9576023817 1.945 3.119 3.5722 0.849 7 -2.327 -1.301 -3.297
9.20003 1.9576027393 1.945 3.098 3.5742 0.878 7 -2.298 -1.293 -3.259
9.20003 1.957603097 1.945 3.077 3.5763 0.907 7 -2.268 -1.284 -3.219
9.20003 1.9576034546 1.945 3.054 3.5784 0.938 7 -2.235 -1.273 -3.177
9.20003 1.9576039314 1.945 3.032 3.5805 0.968 7 -2.204 -1.261 -3.136
9.20003 1.9576044083 1.945 3.012 3.5823 0.996 7 -2.17 -1.241 -3.095
9.20003 1.9576050043 1.945 3.012 3.5824 0.997 7 -2.169 -1.24 -3.093
9.20003 1.9576052427 1.945 3.031 3.5807 0.971 7 -2.201 -1.259 -3.132
9.20003 1.9576061964 1.945 3.045 3.5793 0.952 7 -2.222 -1.269 -3.159
9.20003 1.9576071501 1.945 3.023 3.5813 0.981 7 -2.189 -1.253 -3.118
9.20003 1.957608223 1.945 3.003 3.5831 1.008 7 -2.155 -1.232 -3.077
9.20003 1.9576182365 1.945 2.958 3.5876 1.071 7 -2.083 -1.193 -2.988
9.20003 1.9576239586 1.945 3.006 3.5831 1.006 7 -2.162 -1.239 -3.084
9.20003 1.9576283693 1.945 3.041 3.5797 0.957 7 -2.218 -1.269 -3.153
9.20003 1.9576331377 1.945 3.079 3.576 0.904 7 -2.271 -1.284 -3.223
9.20003 1.957639575 1.945 3.117 3.5723 0.851 7 -2.325 -1.3 -3.294
9.20003 1.9576506615 1.945 3.154 3.5686 0.799 7 -2.371 -1.304 -3.358
9.20003 1.957654357 1.945 3.158 3.5682 0.794 7 -2.376 -1.304 -3.365
9.20003 1.957654953 1.945 3.158 3.5682 0.794 8 -2.376 -1.304 -3.365
9.20003 1.9576560259 1.944 2.77 3.6042 1.325 8 -1.744 -0.953 -2.594
9.20003 1.9576565027 1.944 2.715 3.6093 1.401 8 -1.641 -0.877 -2.476
9.20003 1.9576586485 1.944 2.477 3.6312 1.727 8 -1.175 -0.491 -1.957
9.20003 1.9576621056 1.944 2.483 3.6306 1.719 8 -1.185 -0.499 -1.969
9.20003 1.9576666355 1.944 2.594 3.6202 1.566 8 -1.405 -0.685 -2.211
9.20003 1.957672596 1.944 2.794 3.6015 1.291 8 -1.784 -0.979 -2.642
9.20003 1.9576798677 1.944 2.98 3.584 1.034 8 -2.105 -1.189 -3.024
9.20003 1.95768857 1.944 3.108 3.5718 0.858 8 -2.297 -1.269 -3.269
9.20003 1.9576987028 1.943 3.178 3.565 0.761 8 -2.385 -1.271 -3.391
9.20003 1.9577102661 1.943 3.21 3.5617 0.715 8 -2.42 -1.26 -3.444
9.20003 1.9577234983 1.943 3.228 3.5596 0.689 8 -2.435 -1.245 -3.47
9.20003 1.957723856 1.943 2.93 3.5869 1.096 8 -2.005 -1.111 -2.913
9.20003 1.9577250481 1.943 2.791 3.5997 1.286 8 -1.765 -0.951 -2.628
9.20003 1.9577274323 1.943 2.552 3.6218 1.613 8 -1.31 -0.594 -2.113
9.20003 1.9577310085 1.943 2.556 3.6214 1.608 8 -1.318 -0.6 -2.122
9.20003 1.9577360153 1.943 2.664 3.6113 1.46 8 -1.527 -0.772 -2.355
9.20003 1.9577422142 1.942 2.86 3.5931 1.191 8 -1.883 -1.03 -2.768
9.20003 1.9577499628 1.942 3.041 3.5762 0.942 8 -2.178 -1.194 -3.129
9.20003 1.9577591419 1.942 3.164 3.5647 0.773 8 -2.345 -1.226 -3.352
9.20003 1.95776999 1.942 3.228 3.5585 0.684 8 -2.421 -1.212 -3.462
9.20003 1.9577823877 1.942 3.255 3.5558 0.647 8 -2.446 -1.19 -3.502
9.20003 1.9577963352 1.941 3.267 3.5545 0.63 8 -2.455 -1.176 -3.518
9.20003 1.9577966928 1.941 2.976 3.5814 1.027 8 -2.071 -1.137 -2.999
9.20003 1.9577980042 1.941 2.838 3.5942 1.217 8 -1.839 -0.993 -2.72
9.20003 1.9578006268 1.941 2.598 3.6166 1.546 8 -1.395 -0.66 -2.209
9.20003 1.9578044415 1.941 2.602 3.6163 1.541 8 -1.401 -0.665 -2.216
9.20003 1.9578096867 1.941 2.707 3.6064 1.396 8 -1.601 -0.823 -2.444
9.20003 1.9578163624 1.941 2.899 3.5884 1.133 8 -1.943 -1.06 -2.844
9.20003 1.9578245878 1.941 3.077 3.5718 0.888 8 -2.218 -1.189 -3.189
9.20003 1.9578344822 1.94 3.197 3.5605 0.723 8 -2.371 -1.195 -3.4
9.20003 1.9578459263 1.94 3.258 3.5546 0.638 8 -2.435 -1.157 -3.498
9.20003 1.9578591585 1.94 3.282 3.5523 0.605 8 -2.458 -1.14 -3.535
9.20003 1.9578740597 1.939 3.291 3.5514 0.592 8 -2.466 -1.132 -3.548
9.20003 1.9578744173 1.939 3.01 3.5777 0.978 8 -2.117 -1.149 -3.061
9.20003 1.9578758478 1.939 2.873 3.5906 1.167 8 -1.896 -1.028 -2.789
9.20003 1.9578784704 1.939 2.633 3.6132 1.498 8 -1.46 -0.714 -2.282
9.20003 1.9578825235 1.939 2.636 3.6129 1.493 8 -1.466 -0.719 -2.29
9.20003 1.9578880072 1.939 2.741 3.603 1.349 8 -1.661 -0.866 -2.514
9.20003 1.9578950405 1.939 2.93 3.5852 1.089 8 -1.989 -1.083 -2.903
9.20003 1.9579037428 1.939 3.105 3.5686 0.847 8 -2.25 -1.185 -3.237
9.20003 1.9579139948 1.938 3.224 3.5574 0.683 8 -2.391 -1.163 -3.438
9.20003 1.9579260349 1.938 3.285 3.5516 0.599 8 -2.454 -1.122 -3.534
9.20003 1.9579399824 1.938 3.309 3.5492 0.565 8 -2.477 -1.101 -3.57
9.20003 1.9579555988 1.937 3.318 3.5484 0.552 8 -2.484 -1.09 -3.583
9.20003 1.9579559565 1.937 3.048 3.574 0.925 8 -2.171 -1.165 -3.132
9.20003 1.957957387 1.937 2.912 3.5869 1.113 8 -1.962 -1.068 -2.869
9.20003 1.9579600096 1.937 2.672 3.6099 1.444 8 -1.537 -0.776 -2.37
9.20003 1.9579640627 1.937 2.676 3.6095 1.439 8 -1.545 -0.782 -2.378
9.20003 1.9579695463 1.937 2.78 3.5997 1.296 8 -1.735 -0.922 -2.598
9.20003 1.9579765797 1.936 2.966 3.5819 1.039 8 -2.05 -1.119 -2.976
9.20003 1.9579852819 1.936 3.14 3.5653 0.798 8 -2.292 -1.182 -3.297
9.20003 1.9579955339 1.936 3.258 3.554 0.635 8 -2.424 -1.135 -3.49
9.20003 1.9580075741 1.936 3.32 3.548 0.549 8 -2.481 -1.079 -3.582
9.20003 1.9580215216 1.935 3.345 3.5455 0.513 8 -2.501 -1.044 -3.616
9.20003 1.958037138 1.935 3.357 3.5444 0.497 8 -2.509 -1.028 -3.631
9.20003 1.9580374956 1.934 3.098 3.5692 0.855 8 -2.241 -1.185 -3.225
9.20003 1.9580391645 1.934 2.963 3.5822 1.042 8 -2.047 -1.118 -2.971
9.20003 1.9580420256 1.934 2.723 3.6055 1.376 8 -1.634 -0.85 -2.479
9.20003 1.9580464363 1.934 2.726 3.6052 1.371 8 -1.641 -0.855 -2.487
9.20003 1.9580523968 1.934 2.827 3.5954 1.231 8 -1.82 -0.981 -2.697
9.20003 1.9580601454 1.934 3.009 3.5778 0.979 8 -2.116 -1.149 -3.059
9.20003 1.9580696821 1.933 3.178 3.5614 0.744 8 -2.336 -1.174 -3.361
9.20003 1.958081007 1.933 3.293 3.5502 0.585 8 -2.453 -1.098 -3.541
9.20003 1.9580942392 1.933 3.352 3.5445 0.502 8 -2.497 -1.017 -3.618
9.20003 1.958109498 1.932 3.375 3.5422 0.47 8 -2.514 -0.982 -3.649
9.20003 1.9581266642 1.932 3.384 3.5414 0.457 8 -2.522 -0.97 -3.662
9.20003 1.958127141 1.931 3.14 3.5653 0.797 8 -2.292 -1.182 -3.296
9.20003 1.9581286907 1.931 3.006 3.5784 0.984 8 -2.115 -1.155 -3.055
9.20003 1.958131671 1.931 2.765 3.6021 1.319 8 -1.717 -0.916 -2.573
9.20003 1.9581362009 1.931 2.769 3.6017 1.313 8 -1.725 -0.922 -2.581
9.20003 1.9581423998 1.931 2.868 3.592 1.176 8 -1.896 -1.036 -2.785
9.20003 1.9581502676 1.93 3.046 3.5745 0.928 8 -2.171 -1.17 -3.129
9.20003 1.9581600428 1.93 3.212 3.5581 0.696 8 -2.372 -1.156 -3.415
9.20003 1.9581717253 1.929 3.324 3.5469 0.539 8 -2.471 -1.044 -3.579
9.20003 1.9581853151 1.929 3.383 3.541 0.457 8 -2.511 -0.952 -3.654
9.20003 1.9582009315 1.928 3.406 3.5386 0.423 8 -2.523 -0.903 -3.68
9.20003 1.9582185745 1.928 3.416 3.5377 0.409 8 -2.528 -0.882 -3.69
9.20003 1.9582190514 1.927 3.187 3.5606 0.73 8 -2.348 -1.174 -3.377
9.20003 1.9582206011 1.927 3.055 3.5739 0.916 8 -2.186 -1.179 -3.148
9.20003 1.9582237005 1.927 2.815 3.598 1.252 8 -1.81 -0.986 -2.679
9.20003 1.9582282305 1.927 2.819 3.5976 1.246 8 -1.818 -0.991 -2.688
9.20003 1.9582345486 1.927 2.916 3.5879 1.11 8 -1.98 -1.092 -2.883
9.20003 1.9582425356 1.926 3.089 3.5704 0.867 8 -2.233 -1.19 -3.21
9.20003 1.9582525492 1.926 3.251 3.5539 0.639 8 -2.406 -1.117 -3.473
9.20003 1.9582643509 1.925 3.362 3.5426 0.483 8 -2.488 -0.967 -3.621
9.20003 1.9582781792 1.925 3.42 3.5366 0.401 8 -2.515 -0.843 -3.683
9.20003 1.9582939148 1.924 3.444 3.5341 0.366 8 -2.522 -0.782 -3.705
9.20003 1.9583119154 1.923 3.455 3.5329 0.35 8 -2.525 -0.752 -3.715
9.20003 1.958312273 1.923 3.242 3.5547 0.651 8 -2.395 -1.119 -3.457
9.20003 1.9583138227 1.923 3.111 3.5681 0.835 8 -2.259 -1.187 -3.248
9.20003 1.958316803 1.922 2.872 3.5927 1.173 8 -1.911 -1.056 -2.798
9.20003 1.9583212137 1.922 2.877 3.5923 1.166 8 -1.919 -1.061 -2.807
9.20003 1.9583271742 1.922 2.971 3.5826 1.033 8 -2.068 -1.142 -2.992
9.20003 1.9583348036 1.921 3.139 3.5652 0.796 8 -2.289 -1.178 -3.293
9.20003 1.9583442211 1.921 3.296 3.5488 0.573 8 -2.437 -1.054 -3.533
9.20003 1.958355546 1.92 3.404 3.5376 0.42 8 -2.495 -0.849 -3.658
9.20003 1.9583687782 1.919 3.46 3.5316 0.339 8 -2.511 -0.705 -3.708
9.20003 1.9583837986 1.919 3.484 3.5289 0.304 8 -2.512 -0.632 -3.723
9.20003 1.9584009647 1.918 3.496 3.5276 0.287 8 -2.507 -0.586 -3.725
9.20003 1.9584014416 1.917 3.299 3.5482 0.567 8 -2.431 -1.033 -3.531
9.20003 1.9584029913 1.917 3.169 3.5617 0.75 8 -2.319 -1.162 -3.342
9.20003 1.9584059715 1.917 2.931 3.5868 1.089 8 -2.007 -1.112 -2.915
9.20003 1.9584105015 1.917 2.935 3.5864 1.084 8 -2.014 -1.116 -2.923
9.20003 1.9584167004 1.916 3.026 3.5769 0.954 8 -2.147 -1.171 -3.095
9.20003 1.9584245682 1.916 3.187 3.5598 0.724 8 -2.338 -1.154 -3.371
9.20003 1.9584343433 1.915 3.339 3.5437 0.508 8 -2.452 -0.957 -3.578
9.20003 1.9584460258 1.914 3.442 3.5328 0.361 8 -2.49 -0.717 -3.68
9.20003 1.9584596157 1.913 3.495 3.5271 0.285 8 -2.492 -0.557 -3.713
9.20003 1.9584752321 1.912 3.517 3.5247 0.254 8 -2.487 -0.482 -3.72
9.20003 1.9584928751 1.911 3.526 3.5237 0.24 8 -2.486 -0.45 -3.723
9.20003 1.9584932327 1.911 3.346 3.543 0.497 8 -2.457 -0.946 -3.587
9.20003 1.9584947824 1.911 3.219 3.5568 0.679 8 -2.369 -1.13 -3.42
9.20003 1.9584975243 1.91 2.981 3.5824 1.019 8 -2.093 -1.166 -3.018
9.20003 1.9585016966 1.91 2.986 3.5819 1.013 8 -2.1 -1.169 -3.026
9.20003 1.9585074186 1.91 3.074 3.5724 0.886 8 -2.219 -1.196 -3.187
9.20003 1.9585148096 1.909 3.231 3.5554 0.662 8 -2.379 -1.117 -3.437
9.20003 1.9585237503 1.908 3.378 3.5394 0.45 8 -2.47 -0.874 -3.622
9.20003 1.9585345984 1.908 3.479 3.5284 0.306 8 -2.485 -0.592 -3.699
9.20003 1.9585472345 1.907 3.531 3.5226 0.229 8 -2.471 -0.402 -3.715
9.20003 1.9585616589 1.905 3.554 3.5201 0.197 8 -2.463 -0.316 -3.719
9.20003 1.9585779905 1.904 3.564 3.5188 0.181 8 -2.452 -0.261 -3.713
9.20003 1.9585783482 1.904 3.401 3.5368 0.416 8 -2.471 -0.804 -3.638
9.20003 1.9585798979 1.904 3.275 3.5506 0.597 8 -2.415 -1.067 -3.501
9.20003 1.9585826397 1.903 3.04 3.5766 0.936 8 -2.18 -1.2 -3.129
9.20003 1.9585869312 1.903 3.043 3.5762 0.931 8 -2.184 -1.2 -3.135
9.20003 1.9585926533 1.902 3.129 3.5668 0.807 8 -2.286 -1.195 -3.282
9.20003 1.9586001635 1.902 3.28 3.5501 0.59 8 -2.418 -1.061 -3.507
9.20003 1.9586092234 1.901 3.421 3.5343 0.385 8 -2.47 -0.739 -3.651
9.20003 1.9586200714 1.9 3.517 3.5235 0.246 8 -2.459 -0.419 -3.698
9.20003 1.9586328268 1.899 3.567 3.5179 0.173 8 -2.429 -0.207 -3.695
9.20003 1.9586473703 1.897 3.588 3.5155 0.142 8 -2.407 -0.101 -3.682
9.20003 1.9586639404 1.896 3.598 3.5144 0.128 8 -2.396 -0.051 -3.676
9.20003 1.9586642981 1.895 3.451 3.5308 0.34 8 -2.472 -0.648 -3.674
9.20003 1.9586656094 1.895 3.328 3.5448 0.519 8 -2.443 -0.971 -3.562
9.20003 1.958668232 1.895 3.096 3.571 0.856 8 -2.258 -1.222 -3.233
9.20003 1.9586720467 1.895 3.097 3.571 0.854 8 -2.259 -1.222 -3.235
9.20003 1.9586772919 1.894 3.18 3.5615 0.733 8 -2.344 -1.183 -3.368
9.20003 1.9586840868 1.893 3.325 3.5451 0.522 8 -2.441 -0.975 -3.559
9.20003 1.9586923122 1.892 3.461 3.5296 0.324 8 -2.469 -0.609 -3.677
9.20003 1.9587022066 1.891 3.554 3.5189 0.189 8 -2.428 -0.242 -3.689
9.20003 1.9587137699 1.89 3.602 3.5133 0.118 8 -2.374 0.006 -3.659
9.20003 1.9587270021 1.888 3.622 3.5109 0.088 8 -2.349 0.115 -3.645
9.20003 1.9587420225 1.887 3.632 3.5097 0.073 8 -2.337 0.167 -3.637
9.20003 1.9587423801 1.886 3.501 3.5248 0.264 8 -2.449 -0.446 -3.681
9.20003 1.9587436914 1.886 3.379 3.5388 0.441 8 -2.46 -0.847 -3.615
9.20003 1.958746314 1.886 3.152 3.5652 0.775 8 -2.321 -1.21 -3.326
9.20003 1.9587501287 1.885 3.15 3.5654 0.777 8 -2.32 -1.211 -3.324
9.20003 1.958755374 1.885 3.231 3.5561 0.659 8 -2.388 -1.137 -3.443
9.20003 1.9587620497 1.884 3.37 3.5398 0.455 8 -2.458 -0.872 -3.607
9.20003 1.9587703943 1.883 3.5 3.5246 0.263 8 -2.443 -0.435 -3.676
9.20003 1.9587801695 1.881 3.589 3.5142 0.133 8 -2.368 -0.018 -3.649
9.20003 1.9587917328 1.88 3.634 3.5087 0.065 8 -2.316 0.214 -3.619
9.20003 1.958804965 1.878 3.653 3.5064 0.036 8 -2.296 0.3 -3.606
